gene genename zscore effect_size pvalue pred_perf_R2 n_snps_used n_snps_in_model Trait
ENSG00000090520 DNAJB11 -4.42434381203469 -0.0165491223043134 9.67358590209244e-06 0.021501070345348 183 186 BMI
ENSG00000157851 DPYSL5 4.41098983776931 0.369891633666381 1.02899147897961e-05 0.0720350651773198 8 9 BMI
ENSG00000169727 GPS1 4.40878130412925 0.872232499558432 1.0395393207796e-05 0.0370593656621538 5 5 BMI
ENSG00000197694 SPTAN1 -4.40145391869862 -0.0853281141296736 1.07527906878513e-05 0.0229844036673831 14 15 BMI
ENSG00000099365 STX1B -4.39428924723858 -0.166622580029491 1.11135761200476e-05 0.0377872862268692 13 13 BMI
ENSG00000156110 ADK -4.37174111984414 -0.292935673826407 1.23259625053329e-05 0.0164923880904108 4 4 BMI
ENSG00000106089 STX1A 4.36580882751906 0.0107982592034991 1.26653216745432e-05 0.0551536661728337 19 19 BMI
ENSG00000196510 ANAPC7 4.36372802694919 0.0993130484474801 1.27864527781352e-05 0.0110893045191522 8 9 BMI
ENSG00000178394 HTR1A 4.35342719189862 0.141070815955362 1.34025620563971e-05 0.0614799046871251 7 8 BMI
ENSG00000111361 EIF2B1 -4.35266055540175 -0.385770469043291 1.34495307668736e-05 0.0210607260648495 8 9 BMI
ENSG00000041357 PSMA4 -21.0359166378376 -0.5835010202507 0 0.0116080764813475 50 50 CigDay
ENSG00000119689 DLST -6.51353543972497 -0.00529186731222453 7.34021732284873e-11 0.0160170707254356 50 50 CigDay
ENSG00000128534 LSM8 6.44210979143865 0.0281939060678709 1.17823972800579e-10 0.0193455497267014 24 24 CigDay
ENSG00000167578 RAB4B 6.30109412804645 0.0119508772951704 2.95551805251648e-10 0.0257846718110091 57 57 CigDay
ENSG00000204267 TAP2 5.98926415798487 0.029384492012903 2.10792561183837e-09 0.0225715269872884 196 196 CigDay
ENSG00000185359 HGS -5.80789129347225 -0.0312890309996447 6.32645691389655e-09 0.0106215997437183 43 43 CigDay
ENSG00000119596 YLPM1 -5.75138752034526 -0.00381293087489679 8.85139628259424e-09 0.0131522794330733 47 47 CigDay
ENSG00000103740 ACSBG1 -5.72789731271408 -0.432935284181266 1.01683081954462e-08 0.0186574061349859 15 15 CigDay
ENSG00000175220 ARHGAP1 -5.7039958620097 -0.501827568470025 1.17030918289629e-08 0.0277102894374623 9 9 CigDay
ENSG00000076554 TPD52 5.51404655875971 0.448039685577528 3.50675766203068e-08 0.0226741282922437 17 17 CigDay
ENSG00000197249 SERPINA1 5.43447076367039 0.0108030541624694 5.49593071053067e-08 0.029395400602123 143 144 CigDay
ENSG00000004455 AK2 -5.42464013877897 -0.0478467010185581 5.807141456593e-08 0.0347119315450171 32 32 CigDay
ENSG00000112290 WASF1 -5.3986992854599 -0.0243055026564065 6.71257771589495e-08 0.0199877535077472 97 98 CigDay
ENSG00000075399 VPS9D1 -5.32222173810844 -0.152185967504221 1.02507513588534e-07 0.0294846029949496 20 20 CigDay
ENSG00000100604 CHGA 5.3003687851155 0.0175438991922272 1.15568999925486e-07 0.0242223277825617 150 150 CigDay
ENSG00000131165 CHMP1A -5.28556434316147 -0.165739369516151 1.25317814125836e-07 0.0435625933141842 15 16 CigDay
ENSG00000177150 FAM210A -5.26547520644539 -0.0121113964737235 1.39827190492881e-07 0.0333082399976908 103 104 CigDay
ENSG00000140854 KATNB1 5.24863814467295 0.0195163305512858 1.53227715404824e-07 0.0115729718066495 130 131 CigDay
ENSG00000077312 SNRPA 5.15496342045815 0.009560381530524 2.53680444872728e-07 0.0318921963573953 56 56 CigDay
ENSG00000137312 FLOT1 -5.11578137386311 -0.015674229360518 3.12444794481337e-07 0.0197796512898655 145 146 CigDay
ENSG00000101654 RNMT -5.08275398720844 -0.0177112867708065 3.72001383253107e-07 0.0251044030249623 107 108 CigDay
ENSG00000006740 ARHGAP44 4.974915099251 0.0149876343559048 6.52762430330966e-07 0.0297661366783211 144 144 CigDay
ENSG00000156113 KCNMA1 4.93902942023545 0.0157629269428867 7.85123677626842e-07 0.0222578374289494 99 100 CigDay
ENSG00000198822 GRM3 4.88852560197621 0.0321014157189733 1.01593987156257e-06 0.0291524200966125 26 26 CigDay
ENSG00000077063 CTTNBP2 4.88762024332446 0.0220329661911432 1.02062160012295e-06 0.0276292285604291 33 33 CigDay
ENSG00000102606 ARHGEF7 -4.78731216371748 -0.0134927882431994 1.69029814012234e-06 0.0131137329331868 114 114 CigDay
ENSG00000157483 MYO1E 4.77241621947214 0.00617052057144305 1.82028837247827e-06 0.0178306921029594 97 97 CigDay
ENSG00000262814 MRPL12 -4.76010497697635 -0.0251312289891311 1.93492291478137e-06 0.0229005735328253 41 41 CigDay
ENSG00000164051 CCDC51 -4.69498401164463 -0.0303163618278858 2.66627577594214e-06 0.030785234567729 11 12 CigDay
ENSG00000100417 PMM1 4.69487275345653 0.0416102926194208 2.66772733947818e-06 0.0169072883097862 12 12 CigDay
ENSG00000132485 ZRANB2 -4.6568062476463 -0.0201154812813734 3.21152419169302e-06 0.0314792783123043 30 30 CigDay
ENSG00000147677 EIF3H -4.65580365286805 -0.015111600045673 3.2271938084083e-06 0.0394155016294383 65 65 CigDay
ENSG00000175224 ATG13 -4.62638486242151 -0.361793236925065 3.72103569312721e-06 0.0263388952812704 9 9 CigDay
ENSG00000008311 AASS -4.58721942461819 -0.0292793919889397 4.49188503592879e-06 0.0214370558325394 46 46 CigDay
ENSG00000204580 DDR1 -4.56892108718809 -0.0336540681311948 4.90241306394523e-06 0.0384734111309753 202 202 CigDay
ENSG00000142534 RPS11 4.56414388621646 0.252310579093689 5.01536737518293e-06 0.0206948917980691 25 25 CigDay
ENSG00000171476 HOPX 4.54781242147359 0.0120721614227799 5.42064157960098e-06 0.0196994807785352 137 137 CigDay
ENSG00000116661 FBXO2 4.53037821808586 0.0912894057792196 5.88781861954324e-06 0.0189952652690486 29 29 CigDay
ENSG00000171858 RPS21 4.50516502926576 0.017178132668746 6.63213803964169e-06 0.0348136627682061 98 99 CigDay
ENSG00000117154 IGSF21 4.48088459371263 0.39880416150514 7.43343001330388e-06 0.0317113157127981 24 24 CigDay
ENSG00000070770 CSNK2A2 4.47295948466174 0.0148109309530411 7.71443984204367e-06 0.0214744052094071 128 129 CigDay
ENSG00000066455 GOLGA5 4.4663398758641 0.0180836725485429 7.95691663268983e-06 0.0181928332536139 156 156 CigDay
ENSG00000118960 HS1BP3 4.46080936327206 0.0210971997314406 8.1650698924296e-06 0.0286862680026208 120 120 CigDay
ENSG00000106772 PRUNE2 -4.4136477747748 -0.00996086530722003 1.01643280996377e-05 0.0184968722544717 135 137 CigDay
ENSG00000091622 PITPNM3 -4.38144061587236 -0.016182384127009 1.17897178593118e-05 0.0212306383570451 197 198 CigDay
ENSG00000070761 CFAP20 4.36529061022922 0.0149772118248246 1.26953862200629e-05 0.0178422528102389 131 132 CigDay
ENSG00000073969 NSF -9.247691532137 -3.03240659869025 0 0.0304375035569186 2 2 DrnkWk
ENSG00000084774 CAD -7.79211162837324 -0.901370984214169 6.66133814775094e-15 0.0147350440349393 5 5 DrnkWk
ENSG00000090989 EXOC1 6.63839739982001 0.0184289258162837 3.17113002523683e-11 0.015053524416989 94 94 DrnkWk
ENSG00000115211 EIF2B4 6.34747065504325 0.0234749305205963 2.18883799973923e-10 0.011849699458861 9 9 DrnkWk
ENSG00000181222 POLR2A -6.02953976348602 -0.00949965637614462 1.64427249593757e-09 0.01512772181157 87 87 DrnkWk
ENSG00000149182 ARFGAP2 -5.66694112645005 -0.132378912478568 1.4536926329356e-08 0.0253640111341804 8 8 DrnkWk
ENSG00000145362 ANK2 -5.66124459147144 -0.00933944408232282 1.50279049204727e-08 0.02927886185125 128 128 DrnkWk
ENSG00000115539 PDCL3 5.18466964736665 0.0253858632976428 2.16398091001935e-07 0.0226911090282291 71 71 DrnkWk
ENSG00000115194 SLC30A3 -5.17996989552268 -0.114476071560497 2.21921711895945e-07 0.0418509349622858 9 9 DrnkWk
ENSG00000157764 BRAF 5.16890254320549 0.0169586038981949 2.35472642051704e-07 0.0321247102243721 87 87 DrnkWk
ENSG00000115216 NRBP1 5.05734053119292 0.0709010589680217 4.25143677595941e-07 0.0117341305799843 9 9 DrnkWk
ENSG00000178741 COX5A 4.99735097099637 0.0747327229316157 5.81232255880693e-07 0.0359732817140786 16 16 DrnkWk
ENSG00000161960 EIF4A1 -4.95465986519104 -0.00778412751044407 7.24569239052286e-07 0.0283962937268757 95 95 DrnkWk
ENSG00000143569 UBAP2L -4.95095027954384 -0.0159077268485487 7.38519718046504e-07 0.0239080456641169 49 49 DrnkWk
ENSG00000101350 KIF3B -4.92700676364551 -0.241449169022279 8.34988655329383e-07 0.0199040604238665 9 9 DrnkWk
ENSG00000070808 CAMK2A 4.85502028111933 0.00779808760009157 1.20374423029368e-06 0.021806275160236 110 110 DrnkWk
ENSG00000132507 EIF5A -4.78916837362504 -0.0068724213112993 1.67473918066818e-06 0.0388595482705587 84 84 DrnkWk
ENSG00000204681 GABBR1 -4.67649184239084 -0.00749692231510132 2.91824203135782e-06 0.0267798070307693 95 95 DrnkWk
ENSG00000109919 MTCH2 -4.55923742034464 -0.405874064845225 5.13397042101182e-06 0.0275322804408665 5 5 DrnkWk
ENSG00000149927 DOC2A -4.53509155489135 -0.358355977355082 5.75785031231568e-06 0.0575765821300807 9 9 DrnkWk
ENSG00000213719 CLIC1 -4.51843010525267 -0.0113601042698334 6.22998319999013e-06 0.0243754208798898 240 241 DrnkWk
ENSG00000145354 CISD2 -4.505 -3.04734203116677 6.63729425331994e-06 0.0681403371602264 1 1 DrnkWk
ENSG00000175662 TOM1L2 4.5010335928845 0.204886856441604 6.76238161467779e-06 0.109558710833741 19 19 DrnkWk
ENSG00000132780 NASP 4.48131611709449 0.659419829035052 7.41841342355443e-06 0.0212698243976368 2 2 DrnkWk
ENSG00000110514 MADD -4.475 -2.39676311116455 7.6411312712743e-06 0.0430201449925329 1 1 DrnkWk
ENSG00000143549 TPM3 -4.46320998645523 -0.00909008198037532 8.07408559455602e-06 0.0151911807589619 37 37 DrnkWk
ENSG00000143575 HAX1 -4.37874841380477 -0.0110616065936418 1.19362830313108e-05 0.0336710207006739 48 48 DrnkWk
ENSG00000054793 ATP9A -4.37373005407574 -0.0154529386628968 1.22141399967468e-05 0.0137041252341189 173 173 DrnkWk
ENSG00000183978 COA3 -4.36712870136331 -0.0269542473612949 1.25890553153152e-05 0.0244275665217818 14 14 DrnkWk
ENSG00000136854 STXBP1 -4.36693059923351 -0.00905281273940321 1.26004742471153e-05 0.0174087702959632 41 41 DrnkWk
ENSG00000165416 SUGT1 -5.35177655677779 -22374463557330540 8.70949024012191e-08 0.0111521325599128 1 1 Insomnia
ENSG00000131469 RPL27 -4.84573580438127 -0.141761106131562 1.2614328757099e-06 0.0168205903961512 10 11 Insomnia
ENSG00000181915 ADO -4.78075751991702 -0.714472913964787 1.74635897720599e-06 0.238018286821219 1 1 Insomnia
ENSG00000102606 ARHGEF7 -4.51570532905937 -0.0242521200565995 6.31063661282738e-06 0.0131137329331868 93 114 Insomnia
ENSG00000173039 RELA -4.48665677377598 -0.685660132730849 7.23494853427376e-06 0.0246538338564602 10 13 Insomnia
ENSG00000123992 DNPEP -4.40541841073781 -0.0293642990094849 1.05579886298113e-05 0.0264856329295528 43 58 Insomnia
ENSG00000198925 ATG9A -4.36918371328937 -0.0394462608204656 1.2471182086804e-05 0.0174075609393001 34 45 Insomnia
ENSG00000119707 RBM25 -6.20275397532595 -0.0461271027483896 5.54835510868656e-10 0.0160633155354088 76 81 MDD
ENSG00000173599 PC 5.67250800997497 0.455498502518768 1.40721938546307e-08 0.0151879555585035 15 15 MDD
ENSG00000213722 DDAH2 5.47727272727273 0.719439444547612 4.31931233002558e-08 0.133110497702848 1 11 MDD
ENSG00000173992 CCS 5.47064123939588 1.04895348851286 4.48410186759673e-08 0.0215591163744279 7 7 MDD
ENSG00000111801 BTN3A3 -5.30844318022457 -0.41050585996381 1.10565540945018e-07 0.0873109188371649 12 13 MDD
ENSG00000068796 KIF2A -5.21690301381833 -1.58719676188292 1.81939461274538e-07 0.0145539261046108 14 14 MDD
ENSG00000112763 BTN2A1 5.03546043346125 0.118585220775039 4.76701591312079e-07 0.449263805015795 20 21 MDD
ENSG00000124160 NCOA5 4.82236806289031 0.624038604960564 1.41863863478697e-06 0.031685867155589 22 26 MDD
ENSG00000140740 UQCRC2 -4.68694638807411 -0.843724097310424 2.7731157299371e-06 0.0136541746738537 9 11 MDD
ENSG00000165416 SUGT1 -4.63636363636364 -16528564032386264 3.54591935169957e-06 0.0111521325599128 1 1 MDD
ENSG00000163931 TKT 4.56475457338116 0.497534727274524 5.00079029186473e-06 0.0929246935408346 9 9 MDD
ENSG00000165379 LRFN5 4.56006080690116 2.10434169293182 5.11388106261279e-06 0.0409013288076503 3 3 MDD
ENSG00000111229 ARPC3 4.51311666743468 0.14661259386805 6.38818579012934e-06 0.0205676318837826 7 9 MDD
ENSG00000105711 SCN1B -4.45765289354024 -0.0259438202498188 8.28619332704505e-06 0.0265015365068288 133 135 MDD
ENSG00000159377 PSMB4 4.45210890222293 0.096068080164898 8.50310194056014e-06 0.559708879253333 22 22 MDD
ENSG00000139433 GLTP -4.44470126229557 -0.951757125443554 8.80140804770946e-06 0.0195653176010606 2 2 MDD
ENSG00000100095 SEZ6L -4.42169053411639 -0.0360902201631706 9.7931652343064e-06 0.0179909995578662 149 158 MDD
ENSG00000244731 C4A 5.40378485817979 0.112497240576699 6.52492004871164e-08 0.0448497793746914 12 14 Neuroticism
ENSG00000149294 NCAM1 -5.19218340469263 -1.00633573241414 2.07842106858536e-07 0.0112496102021752 2 4 Neuroticism
ENSG00000223501 VPS52 -5.19078768103759 -0.718787534510903 2.09406304962911e-07 0.0215851124953307 34 36 Neuroticism
ENSG00000141741 MIEN1 5.0633500116997 0.490727109221804 4.11952510992464e-07 0.0118995614165312 6 12 Neuroticism
ENSG00000112763 BTN2A1 4.89613081954334 0.0836492307522913 9.77420111736294e-07 0.449263805015795 19 21 Neuroticism
ENSG00000110514 MADD -4.819 -3.01854335265501 1.44279553881965e-06 0.0430201449925329 1 1 Neuroticism
ENSG00000182732 RGS6 -4.79415220462075 -1.04840546241547 1.63364211847039e-06 0.0250098792483382 16 19 Neuroticism
ENSG00000092068 SLC7A8 4.68390776119091 0.340001166651676 2.81456704298577e-06 0.0979870693254461 8 10 Neuroticism
ENSG00000163931 TKT 4.59732845695617 0.276313348015501 4.27942708647322e-06 0.0929246935408346 8 9 Neuroticism
ENSG00000114353 GNAI2 4.57928785971704 0.126405355627645 4.6656172347781e-06 0.0128554302758987 8 9 Neuroticism
ENSG00000109919 MTCH2 -4.50586487116225 -0.478398214346566 6.61031456328232e-06 0.0275322804408665 5 5 Neuroticism
ENSG00000176974 SHMT1 4.50428545371922 0.144189090171032 6.6596639911598e-06 0.196629262426988 3 4 Neuroticism
ENSG00000023228 NDUFS1 4.46624507409094 0.0119591175741966 7.96044158812848e-06 0.0141042209634767 78 98 Neuroticism
ENSG00000120992 LYPLA1 12.374291066936 36.3964172217119 0 0.0370634969241316 12 13 PD
ENSG00000004468 CD38 -7.45737201471919 -1.04325820616316 8.83737527601625e-14 0.15596870884238 5 6 PD
ENSG00000145214 DGKQ -6.10999920837703 -2.06196418562303 9.96316362744665e-10 0.150449816203346 10 10 PD
ENSG00000145335 SNCA 5.79561833574547 0.199527569767722 6.80699097088677e-09 0.0133784232224344 60 61 PD
ENSG00000145494 NDUFS6 -5.7698855373064 -0.163942153993377 7.93253951414385e-09 0.0203661061551174 174 179 PD
ENSG00000163399 ATP1A1 -5.29462288550794 -0.127102459167437 1.19262268505338e-07 0.0317994734512625 55 55 PD
ENSG00000183715 OPCML 5.19889192892632 0.197491902577856 2.00480037237938e-07 0.0195683325582672 262 264 PD
ENSG00000125648 SLC25A23 5.01967314337986 0.220198191208845 5.17594741955563e-07 0.0133244890089043 93 97 PD
ENSG00000088247 KHSRP 4.75822218881897 0.116928376299823 1.95305453054573e-06 0.0162046331367424 88 92 PD
ENSG00000165898 ISCA2 -4.74016870529606 -0.303513847993707 2.13540342719476e-06 0.0420066530117618 29 31 PD
ENSG00000119862 LGALSL -4.66202100871944 -0.104662274622756 3.13119217421054e-06 0.0222384711351267 87 89 PD
ENSG00000073969 NSF -4.55361547530894 -18.2241062920836 5.27317044740627e-06 0.0304375035569186 2 2 PD
ENSG00000161011 SQSTM1 -4.5323360530644 -0.131243346750552 5.83349479765793e-06 0.0125530419656604 128 138 PD
ENSG00000178127 NDUFV2 -4.49966840319043 -0.0899134752716383 6.80595447710708e-06 0.0408424107076487 129 138 PD
ENSG00000206418 RAB12 -4.49227479263573 -0.146265055038774 7.04664184270065e-06 0.0231343520066283 190 194 PD
ENSG00000089169 RPH3A 4.37401109776824 0.170165360220585 1.21984173486744e-05 0.0280315599899165 36 37 PD
ENSG00000120992 LYPLA1 -6.74697600203663 -1.16749898143402 1.50959245104332e-11 0.0370634969241316 12 13 PTSD
ENSG00000244731 C4A 5.85592066851534 0.0988303298771391 4.74374628467444e-09 0.0448497793746914 12 14 PTSD
ENSG00000073969 NSF 5.79241750599054 1.96978070558934 6.93804080853511e-09 0.0304375035569186 2 2 PTSD
ENSG00000086827 ZW10 5.65893995889389 0.320992947907099 1.52310823953172e-08 0.0494027761988824 34 35 PTSD
ENSG00000165416 SUGT1 -5.30900000000001 -7661795634513853 1.10228333349838e-07 0.0111521325599128 1 1 PTSD
ENSG00000112763 BTN2A1 5.26562457390398 0.0695254332662648 1.39713540736608e-07 0.449263805015795 20 21 PTSD
ENSG00000149294 NCAM1 -5.22786801866331 -0.544056827183745 1.71475842192237e-07 0.0112496102021752 4 4 PTSD
ENSG00000067560 RHOA 5.22622181382576 0.236311398968268 1.73008794401852e-07 0.0131391068420681 2 2 PTSD
ENSG00000198752 CDC42BPB 4.9841919898216 0.51243391352395 6.22212750434059e-07 0.101554299307479 8 9 PTSD
ENSG00000115355 CCDC88A 4.97071167173086 0.0160541273062444 6.67075891858104e-07 0.0136821763076932 103 109 PTSD
ENSG00000103160 HSDL1 4.78612292471227 0.0131403654654756 1.70033939084213e-06 0.0109495130980992 298 308 PTSD
ENSG00000105649 RAB3A -4.56874088742898 -0.126402705602484 4.90662921093232e-06 0.0259972309663329 27 30 PTSD
ENSG00000173402 DAG1 4.52963947324419 0.129615473680885 5.90844203052221e-06 0.0231182017079824 2 2 PTSD
ENSG00000145020 AMT 4.51059412331205 0.0709818355352713 6.46463088327387e-06 0.0243867260147842 2 2 PTSD
ENSG00000233276 GPX1 -4.46970752691981 -0.0470176870116355 7.83266289405837e-06 0.129027127822378 2 2 PTSD
ENSG00000068971 PPP2R5B -4.45428851044039 -0.0335649721087408 8.41718519795087e-06 0.0167914829245122 37 38 PTSD
ENSG00000213722 DDAH2 -8.6658811780046 -1.52934738150577 0 0.133110497702848 11 11 SCZ
ENSG00000112763 BTN2A1 -8.65567421988745 -0.573887607447291 0 0.449263805015795 20 21 SCZ
ENSG00000111801 BTN3A3 8.41626582110364 1.3273387009491 0 0.0873109188371649 12 13 SCZ
ENSG00000148842 CNNM2 8.28285779561732 3.40273332617912 2.22044604925031e-16 0.0223434798395191 14 15 SCZ
ENSG00000111237 VPS29 7.80307162656915 24.7582386132846 5.99520433297585e-15 0.0365435316866943 5 5 SCZ
ENSG00000100380 ST13 7.05653572632929 1.02898299792633 1.70707892266364e-12 0.0239928955702865 14 16 SCZ
ENSG00000184983 NDUFA6 -6.64448957249311 -1.11425205539134 3.0426994257482e-11 0.105429181323625 7 7 SCZ
ENSG00000174437 ATP2A2 6.26668604691127 8.8547731687232 3.68812758111403e-10 0.0212373823036646 1 1 SCZ
ENSG00000182732 RGS6 6.21315030138795 4.75376440227642 5.1932724787207e-10 0.0250098792483382 18 19 SCZ
ENSG00000164588 HCN1 -6.16525860405763 -1.0626795754008 7.03680447244892e-10 0.0351046704730327 3 3 SCZ
ENSG00000204655 MOG -5.89856387167392 -0.621438747306923 3.66679020480376e-09 0.0344549942004175 14 14 SCZ
ENSG00000010322 NISCH -5.85067152647832 -0.150924352149121 4.89592255625837e-09 0.0131735606145982 12 13 SCZ
ENSG00000168439 STIP1 -5.75646926263608 -11.9306574987834 8.58914117607412e-09 0.0178835407614764 7 7 SCZ
ENSG00000149182 ARFGAP2 5.62062255420589 0.614615380024407 1.90270561528649e-08 0.0253640111341804 8 8 SCZ
ENSG00000147457 CHMP7 -5.3365319183451 -0.0829366431874862 9.47412006624404e-08 0.0283924355139502 157 160 SCZ
ENSG00000117519 CNN3 -5.15725463236724 -1.0171549452917 2.50596913442536e-07 0.0475870545656893 11 11 SCZ
ENSG00000163931 TKT -5.14986092689214 -1.12444801640659 2.60679678509845e-07 0.0929246935408346 9 9 SCZ
ENSG00000120705 ETF1 -5.1078839742843 -1.7639148237508 3.25786587040966e-07 0.0143350147992631 15 15 SCZ
ENSG00000100505 TRIM9 -5.04134540730877 -0.0689694455140102 4.62270215662031e-07 0.0186944036989894 135 139 SCZ
ENSG00000180900 SCRIB -5.02789134148716 -4.52576045133001 4.95902723551822e-07 0.0539007974618439 6 6 SCZ
ENSG00000244731 C4A -4.96332867215095 -0.393141814759265 6.92951694469812e-07 0.0448497793746914 13 14 SCZ
ENSG00000149927 DOC2A 4.82917898357479 1.7252110057874 1.37097138663833e-06 0.0575765821300807 9 9 SCZ
ENSG00000008869 HEATR5B 4.60696646193422 0.086221076760209 4.08585870848022e-06 0.0105615994783193 89 90 SCZ
ENSG00000103740 ACSBG1 4.55431156388203 0.94603805146972 5.2557412055787e-06 0.0186574061349859 15 15 SCZ
ENSG00000149925 ALDOA 4.54023852893012 1.03730299891665 5.61906228457865e-06 0.0303549795135704 12 12 SCZ
ENSG00000073969 NSF 4.52283068896762 7.55716097057252 6.10180487092826e-06 0.0304375035569186 2 2 SCZ
ENSG00000055147 FAM114A2 4.51400297217168 1.11773272920006 6.36153245525684e-06 0.0542026682352926 22 22 SCZ
ENSG00000109572 CLCN3 -4.49816892619249 -0.151776313418475 6.85412285816867e-06 0.0115482750840047 24 26 SCZ
ENSG00000075399 VPS9D1 4.42498040409534 0.493315691122754 9.64510379986017e-06 0.0294846029949496 17 20 SCZ
ENSG00000178922 HYI -4.40377464832001 -1.34889163236239 1.06383451916603e-05 0.184150687910168 2 3 SCZ
ENSG00000089041 P2RX7 4.36598219282477 0.0973598798403354 1.26552790036261e-05 0.555715979911279 17 18 SCZ
ENSG00000116661 FBXO2 -10.1470225268727 -0.399113511566687 0 0.0189952652690486 29 29 SmkCes
ENSG00000009335 UBE3C 9.99318850054036 0.0293514125521655 0 0.0602493514043376 89 89 SmkCes
ENSG00000090621 PABPC4 -8.91010859376304 -0.0357366792359972 0 0.0142870777684489 57 57 SmkCes
ENSG00000070087 PFN2 -7.62536704788632 -0.0261763043807158 2.44249065417534e-14 0.0415042533832984 121 121 SmkCes
ENSG00000125249 RAP2A 7.55631336337358 0.0238249121916736 4.15223411209809e-14 0.0128608733194358 38 38 SmkCes
ENSG00000198563 DDX39B 7.46560427507406 0.0186693656786114 8.28226376370367e-14 0.0270301173716963 241 241 SmkCes
ENSG00000145391 SETD7 7.46229181822315 0.027796426447397 8.5043083686287e-14 0.0299136657008639 116 116 SmkCes
ENSG00000107758 PPP3CB 7.42112928741313 0.0827281947161305 1.16129328375791e-13 0.0100830601929487 14 14 SmkCes
ENSG00000165119 HNRNPK 7.22413437617776 0.0177840351103398 5.04263297784746e-13 0.0170756150044122 96 96 SmkCes
ENSG00000213760 ATP6V1G2 7.17454019817701 0.0157992280482172 7.25419724290077e-13 0.0289085676410552 242 242 SmkCes
ENSG00000085449 WDFY1 -7.17052006561976 -0.0335269555487491 7.4718009557273e-13 0.0213688982718231 63 63 SmkCes
ENSG00000177614 PGBD5 7.12797105188645 0.0305892228584011 1.01851860279112e-12 0.0221401117374437 155 156 SmkCes
ENSG00000109339 MAPK10 -7.03462886779179 -0.0398804389626871 1.99795735511543e-12 0.0250518294044874 55 55 SmkCes
ENSG00000164134 NAA15 6.87799493048033 0.0293342824070956 6.07003336483558e-12 0.0234197171920208 123 123 SmkCes
ENSG00000135744 AGT 6.85876801987783 0.0260466259992418 6.9457772866599e-12 0.0247503417482062 148 148 SmkCes
ENSG00000135900 MRPL44 -6.83598308605378 -0.0374260200501499 8.14437406404522e-12 0.013205910005454 61 61 SmkCes
ENSG00000108424 KPNB1 6.69646565314546 0.0241772471072347 2.13520312541959e-11 0.0320744008617885 41 41 SmkCes
ENSG00000179915 NRXN1 -6.69400513610046 -0.0300185704382336 2.17144080494336e-11 0.0230162940023943 167 167 SmkCes
ENSG00000213719 CLIC1 6.47954656056135 0.0211154328387237 9.19986309355636e-11 0.0243754208798898 240 241 SmkCes
ENSG00000167578 RAB4B -6.37865266410438 -0.0195977579435429 1.78652648230582e-10 0.0257846718110091 57 57 SmkCes
ENSG00000136021 SCYL2 6.3728650711431 0.0345171919971872 1.85529147600505e-10 0.0379018273077305 62 63 SmkCes
ENSG00000147677 EIF3H 6.3654182261663 0.0262509092440701 1.94758209559609e-10 0.0394155016294383 65 65 SmkCes
ENSG00000096060 FKBP5 -6.28071808354072 -0.0183763394224223 3.3701286206167e-10 0.0214928338902668 50 50 SmkCes
ENSG00000155380 SLC16A1 6.22563535193333 0.0281803742703658 4.7960835303229e-10 0.0198874141205862 42 42 SmkCes
ENSG00000099800 TIMM13 6.07581949788587 0.0213067534648996 1.23356103109984e-09 0.0206965903864426 67 67 SmkCes
ENSG00000160460 SPTBN4 -6.06912521108143 -0.0356048617144457 1.28608856897472e-09 0.0174514282620852 54 54 SmkCes
ENSG00000197894 ADH5 -6.05778143288804 -0.0352598047783417 1.38011735373311e-09 0.0138107436277802 57 57 SmkCes
ENSG00000197451 HNRNPAB 6.0019965546138 0.0297527787904991 1.94905847017424e-09 0.0267782687473831 101 101 SmkCes
ENSG00000105993 DNAJB6 5.99580632613667 0.195644793091322 2.02478211974721e-09 0.0616755121113685 28 28 SmkCes
ENSG00000087258 GNAO1 -5.90756425588534 -0.0112714166827731 3.47202910866429e-09 0.0311959115424596 111 112 SmkCes
ENSG00000150712 MTMR12 -5.89932554805917 -0.0215623421534262 3.64990460077763e-09 0.0454246211352631 140 141 SmkCes
ENSG00000125304 TM9SF2 5.83751222714106 0.0257681260422962 5.29860066933452e-09 0.0174255161632999 118 118 SmkCes
ENSG00000183715 OPCML 5.79720619165998 0.0193183838155057 6.7428769234823e-09 0.0195683325582672 264 264 SmkCes
ENSG00000077312 SNRPA -5.77932015495767 -0.0194122180071188 7.5003081523306e-09 0.0318921963573953 56 56 SmkCes
ENSG00000173726 TOMM20 5.77390216673995 0.0191583259931504 7.7456421276878e-09 0.0244849002159433 61 61 SmkCes
ENSG00000101489 CELF4 -5.75030861589144 -0.021187390110612 8.90806917119846e-09 0.0494309138536678 72 72 SmkCes
ENSG00000090339 ICAM1 -5.65828585307577 -0.011277907698157 1.52892332128118e-08 0.0118262092708481 70 70 SmkCes
ENSG00000124772 CPNE5 5.63188520827915 0.0196989622767436 1.78250316729134e-08 0.022920314581945 139 139 SmkCes
ENSG00000124507 PACSIN1 -5.58579882921548 -0.0160077349752282 2.32628398766366e-08 0.0308312953965283 67 68 SmkCes
ENSG00000132879 FBXO44 -5.5706554393969 -0.0277976372857385 2.53782783676826e-08 0.0330484555915306 71 71 SmkCes
ENSG00000112081 SRSF3 5.54484266156043 0.0212727447569887 2.94218613916541e-08 0.0200194851312901 133 133 SmkCes
ENSG00000139180 NDUFA9 -5.50521906432005 -0.0140762710743417 3.68709496267883e-08 0.0197516262786621 146 147 SmkCes
